gene	correlation_coef	P
ADAMTS1	NA	NA
ADAMTS12	NA	NA
ADAMTS14	NA	NA
ADAMTS15	NA	NA
ADAMTS16	-0.0479872064572423	0.888575369093221
ADAMTS2	0.0313399586579204	0.922975234318905
ADAMTS4	NA	NA
ADAMTS5	NA	NA
ADAMTS7	NA	NA
ADAMTSL1	0.136277392863978	0.401758234141606
ADAMTSL2	NA	NA
ADAMTSL4	0.181968132542387	0.131641545883017
ADAMTSL5	NA	NA
ADAP1	NA	NA
ADAP2	NA	NA
ADAR	0.648155611697736	1.85948046729663e-10
ADARB1	0.442265316136744	0.0042710462866144
ADAT1	0.154042340901971	0.193188626082326
ADAT2	NA	NA
ADAT3	NA	NA
ADCK1	NA	NA
ADCK3	NA	NA
ADCK4	NA	NA
ADCK5	NA	NA
ADCY5	NA	NA
ADCY6	0.483637063486197	0.000881443252336674
ADCY9	0.255138091093581	0.112085379783228
ADD1	0.871699828904857	6.14056948538872e-25
ADD2	0.770370597164905	2.59069805071651e-16
ADD3	0.9008840324431	6.65602283777889e-29
ADGB	NA	NA
ADH1B	0.969920112953118	1.96111279337676e-35
ADH1C	NA	NA
ADH4	NA	NA
ADH5	0.644209366276342	2.59714552459632e-10
ADHFE1	NA	NA
ADI1	0.495563308646006	0.00857589230518442
ADIPOQ	NA	NA
ADIPOR1	NA	NA
ADIPOR2	NA	NA
ADIRF	0.912075705826705	9.16900664004938e-31
ADK	0.244193149706998	0.0874486936514519
ADNP	0.704296632956198	8.90642275740752e-13
ADNP2	NA	NA
ADO	NA	NA
ADPGK	NA	NA
ADPRH	NA	NA
ADPRHL2	-0.023129344906154	0.850373389060713
ADPRM	NA	NA
ADRBK1	0.33190751910505	0.00468843542859112
ADRBK2	NA	NA
ADRM1	0.476055605955169	1.81095949973762e-05
ADSL	0.842597108353928	0.000155020453285141
ADSS	0.89374890076675	2.53860114993578e-07
ADSSL1	NA	NA
AEBP1	0.532656625282239	2.92999694740099e-06
AEBP2	0.0428285977420237	0.730750151056537
AES	0.394085692937417	0.00612798262017481
AFAP1	0.762783837736492	7.53303240063613e-16
AFAP1L1	0.37244307570507	0.00108406905048339
AFAP1L2	0.825845162071516	2.41797566776763e-20
AFF1	0.10438054737771	0.400565063265878
AFF3	0.599240252931188	1.06355318979616e-06
AFF4	0.480497001144312	9.74931411906184e-06
AFG3L2	0.219707175090057	0.270838243202276
AFM	0.689037088320334	3.24508822392062e-07
AFMID	NA	NA
AFTPH	0.569829360954254	6.34114801669398e-08
AGA	NA	NA
AGAP1	0.586958190474877	2.01922017520703e-08
AGAP11	NA	NA
AGAP2	0.664004200489956	1.51772934723033e-10
AGAP3	0.64266156395372	8.81045547538065e-10
AGFG1	0.368109264457388	0.000988488432657996
AGFG2	0.546582435694799	0.000318201812405057
AGGF1	0.125670066242665	0.32243059061675
AGK	NA	NA
AGL	0.572714225553748	0.000261991946186651
AGMAT	NA	NA
AGO1	0.33180491679353	0.0109442357903833
AGO2	0.584549333789456	1.4506794105623e-06
AGO3	0.242880371065693	0.195924382197639
AGO4	NA	NA
AGPAT1	NA	NA
AGPAT2	NA	NA
AGPAT3	NA	NA
AGPAT4	NA	NA
AGPAT5	NA	NA
AGPAT6	NA	NA
AGPS	0.657452288465083	2.06648703799026e-08
AGR2	0.809597439848768	4.9983739742045e-19
AGR3	0.840525000165136	4.48993922880589e-17
AGRN	0.669110848986975	2.0694191035568e-05
AGT	0.809197747230662	8.3459831598301e-05
AGTPBP1	NA	NA
AGTRAP	NA	NA
AGXT	NA	NA
AHCTF1	0.836239423660427	2.94061262897214e-21
AHCY	0.642805862558123	3.8384136745834e-10
AHCYL1	0.36756540771805	0.00127449934138571
AHCYL2	0.522667381783988	0.000164012259688893
AHDC1	0.692249509046037	3.10195009653122e-12
AHI1	NA	NA
AHNAK	0.807518443417185	7.21180246437009e-19
AHNAK2	0.885312309240791	1.18325084066314e-26
AHR	NA	NA
AHSA1	0.485455441257311	0.000198590723386738
AHSG	0.826531009670732	2.11328312214318e-20
AHSP	NA	NA
AIDA	0.73742335251298	2.03797093825701e-14
AIF1	0.782308987727638	4.43565410609138e-17
AIF1L	0.863791676953508	2.53396270064096e-21
AIFM1	0.289858134913371	0.0156978120469501
AIFM2	NA	NA
AIM1	0.972851080639313	2.02466778135971e-49
AIM1L	0.644942406114346	0.00286854793112293
AIMP1	0.210974982010983	0.111899749421834
AIMP2	-0.126702905331693	0.482287839992512
AIP	0.495658487795394	1.10752440352106e-05
AJUBA	0.42990735173015	0.000164003646134793
AK1	0.720984473448795	1.42124542978234e-13
AK2	0.678407254381019	3.11148826080762e-11
AK3	0.617176437154983	6.31693177081921e-06
AK4	0.692241519153384	0.000506615976578617
AK5	NA	NA
AK3.1	NA	NA
AKAP1	0.901473863545341	5.38004280004869e-29
AKAP10	0.298784238055544	0.00830222959386974
AKAP11	0.72286851903157	1.14568292450257e-13
AKAP12	0.962040272407839	4.79157741564786e-44
AKAP13	0.766499857387627	4.48851169116314e-16
AKAP17A	0.336881681062836	0.00273664280331423
AKAP5	0.80382796882217	9.21753417414258e-17
AKAP7	NA	NA
AKAP8	0.468221463867958	1.75342604466131e-05
AKAP8L	0.480044689432557	0.000119342152271906
AKAP9	0.586837929704288	2.03598028083229e-08
AKIP1	NA	NA
AKIRIN2	0.368829886708899	0.0226866235404201
AKNA	0.317403553431162	0.0112518411895953
AKR1A1	0.650486291200496	2.01817380713468e-10
AKR1B1	0.67184657086108	1.4383509171591e-08
AKR1B10	NA	NA
AKR1B15	NA	NA
AKR1C1	0.956900765634174	0.000723645587212026
AKR1C2	0.765877418027129	3.2572775517675e-05
AKR1C3	0.839715323394014	6.81076190897e-12
AKR7A2	0.634412640674836	5.8318955615124e-10
AKR7A3	0.524249246991342	0.000866844943854232
AKT1	0.80030657517254	2.48729587089688e-18
AKT1S1	0.169865760541457	0.139691054597635
AKT2	0.499549242167047	3.74430417158492e-06
AKT3	0.768839567153573	3.22388201583629e-16
AKTIP	0.225071425169009	0.0761446612961579
ALAD	0.229444757383631	0.0617977070522254
ALAS1	NA	NA
ALB	0.960186191042682	2.7704142313755e-43
ALCAM	0.798873704839055	8.27205377030783e-06
ALDH16A1	0.616879703684813	3.47718478518673e-08
ALDH18A1	0.271920097558845	0.0271969280728451
ALDH1A1	0.864236019145299	4.79685410561591e-18
ALDH1A2	NA	NA
ALDH1A3	0.832180852359952	0.000417099851646243
ALDH1B1	0.933853493320029	5.19595986805682e-09
ALDH1L1	NA	NA
ALDH1L2	0.65198290531701	0.00136190115655448
ALDH2	0.857213707735071	2.87989154900187e-14
ALDH3A2	0.730665682040246	3.31145399495356e-12
ALDH3B1	NA	NA
ALDH4A1	0.765845317761339	7.24941100692267e-15
ALDH5A1	NA	NA
ALDH6A1	0.844364005173887	4.50495831870103e-09
ALDH7A1	0.458478999416613	0.000157567065607257
ALDH9A1	0.699746464510718	2.02498010595483e-12
ALDOA	0.807988142342711	6.64113491145329e-19
ALDOB	NA	NA
ALDOC	0.657489327842208	8.27241365804947e-11
ALG1	NA	NA
ALG11	NA	NA
ALG12	NA	NA
ALG13	-0.0545132164878803	0.712875487409388
ALG14	NA	NA
ALG2	NA	NA
ALG5	NA	NA
ALG6	NA	NA
ALG9	NA	NA
ALKBH1	NA	NA
ALKBH2	NA	NA
ALKBH3	NA	NA
ALKBH4	NA	NA
ALKBH5	0.434214942232608	7.96339773072779e-05
ALKBH6	NA	NA
ALKBH7	NA	NA
ALKBH8	NA	NA
ALLC	NA	NA
ALMS1	0.444875680381637	6.36258784883172e-05
ALOX15	NA	NA
ALOX15B	NA	NA
ALOX5	NA	NA
ALOX5AP	NA	NA
ALPK1	0.270940917284099	0.0454144757095915
ALPL	0.752463509218103	3.02386782061191e-15
ALS2	0.493109868973644	6.02325170708099e-06
ALYREF	0.172201598875642	0.13424786756279
AMACR	NA	NA
AMBP	0.507958623584687	0.000431712476565657
AMBRA1	0.413674485822396	0.000555340846349553
AMDHD1	NA	NA
AMDHD2	NA	NA
AMER1	-0.131379488170285	0.654373456627526
AMFR	0.334647101013117	0.0117044194922191
AMIGO2	NA	NA
AMMECR1	NA	NA
AMMECR1L	NA	NA
AMN1	NA	NA
AMOT	0.539113259391254	1.02980854624186e-06
AMOTL1	0.279605624670818	0.0335319451235323
AMOTL2	0.17527797159114	0.127326148146573
AMPD2	0.303653577078904	0.00726004944848398
AMPD3	0.643833899575059	2.68035956636986e-10
AMPH	0.826885198217281	6.314891950296e-20
AMT	NA	NA
AMY1A	NA	NA
AMZ2	NA	NA
ANAPC1	0.362597275814019	0.00119203086436218
ANAPC10	NA	NA
ANAPC11	NA	NA
ANAPC13	NA	NA
ANAPC16	NA	NA
ANAPC2	0.316024247596355	0.00511211141338272
ANAPC4	0.169528436463519	0.140490676054954
ANAPC5	0.166308441957805	0.178604730870396
ANAPC7	NA	NA
ANG	0.797314415292399	1.8276277612976e-06
ANGEL1	NA	NA
ANGEL2	NA	NA
ANGPT2	NA	NA
ANGPTL2	0.689570128509149	2.1216796679637e-10
ANGPTL3	NA	NA
ANGPTL4	NA	NA
ANK1	0.943390124906592	1.10162311712195e-37
ANK2	0.923953053274929	4.94549645717971e-33
ANK3	0.90996732709642	2.14412625695335e-30
ANKFN1	NA	NA
ANKFY1	0.255709363242252	0.197968339949645
ANKHD1	0.47728021836603	1.13952459281006e-05
ANKIB1	0.484731107846985	7.92045893362557e-06
ANKLE2	0.530461652551802	6.97301868332115e-07
ANKMY2	0.572177150829314	0.0325075700464401
ANKRD10	0.432315024183676	0.00845917528883797
ANKRD11	0.220800908686239	0.0623436748583666
ANKRD12	0.173787730144514	0.153260416010046
ANKRD13A	0.224580823928649	0.0845069926971865
ANKRD13C	NA	NA
ANKRD13D	0.502511289261828	3.20987388071165e-06
ANKRD16	NA	NA
ANKRD17	0.836707577876055	2.66520375650894e-21
ANKRD20A3	NA	NA
ANKRD22	NA	NA
ANKRD26	0.0678966447848718	0.619043314779484
ANKRD27	0.194859260540354	0.0894632009007582
ANKRD28	0.302159546380545	0.00756685156963094
ANKRD30A	0.788863411205482	0.00667938373785124
ANKRD32	0.0380599700566246	0.884692039627652
ANKRD35	0.502307484431253	0.000818357413188435
ANKRD36C	NA	NA
ANKRD39	NA	NA
ANKRD40	0.0237455200783195	0.88746921340819
ANKRD44	0.338019632043555	0.217857305052289
ANKRD46	NA	NA
ANKRD49	NA	NA
ANKRD50	0.629829410392796	8.43218636827367e-10
ANKRD52	0.212876003855645	0.141953352002465
ANKRD54	0.0179695804603179	0.92356310028588
ANKS1A	0.718758724080835	1.82924818155952e-13
ANKS3	0.0759861516448901	0.607731937423297
ANKUB1	NA	NA
ANKZF1	0.689075477233823	4.26640321486718e-12
ANLN	0.675555965738553	1.58679150876182e-11
ANO1	0.593607932957342	9.05133959594772e-07
ANO10	NA	NA
ANO6	NA	NA
ANP32A	0.500287180916194	3.60385161050654e-06
ANP32B	0.461642551474153	8.419498894441e-05
ANP32E	0.547148397984431	0.000258684815720493
ANPEP	NA	NA
ANTXR1	0.703073247255568	1.01383217524738e-12
ANTXR2	NA	NA
ANXA1	0.917315430864202	1.0088185667881e-31
ANXA11	0.274485818635865	0.0370557152782873
ANXA2	0.9173744600962	9.83233056581052e-32
ANXA3	0.870626302632304	4.46011937275213e-21
ANXA4	0.764451385006208	5.97821142678864e-16
ANXA5	0.763359991810403	6.95623348107419e-16
ANXA6	0.882691065488857	2.62844590953646e-26
ANXA7	0.390819576770086	0.0060239815092057
ANXA8L1	NA	NA
ANXA9	NA	NA
AOAH	NA	NA
AOC1	NA	NA
AOC3	0.930297200519815	3.29703330421387e-05
AOX1	NA	NA
AP1AR	0.256242243700038	0.0363450896110587
AP1B1	0.466212760897287	9.07413872418939e-05
AP1G1	0.71554642767235	4.7953248491147e-08
AP1G2	0.195101847924391	0.50386998876614
AP1M1	-0.0754532990553977	0.514271422697945
AP1M2	NA	NA
AP1S1	NA	NA
AP1S2	NA	NA
AP1S3	NA	NA
AP2A1	0.511393778900275	2.00503638062509e-06
AP2A2	0.633104712950664	0.00361851335785041
AP2B1	0.163685084215207	0.228037267200586
AP2M1	0.414242245262807	0.000180223961994477
AP2S1	0.395165583764187	0.116439168183409
AP3B1	0.488349712254283	6.6173836808227e-06
AP3B2	0.646726392863417	8.65725683665243e-06
AP3D1	0.176244702918459	0.125208205322103
AP3M1	-0.422123294045676	0.0066639024268458
AP3M2	NA	NA
AP3S1	NA	NA
AP3S2	NA	NA
AP4B1	NA	NA
AP4E1	0.216809907553401	0.0757488698208951
AP4M1	NA	NA
AP4S1	NA	NA
AP5B1	NA	NA
AP5M1	NA	NA
AP5S1	NA	NA
AP5Z1	0.269369835543444	0.112127153600951
APAF1	0.0119655667767652	0.967616564813383
APBA1	0.677097321711328	2.07996504268557e-09
APBA2	0.210251373328413	0.109967308815889
APBA3	0.181303121166784	0.130243726377161
APBB1	0.555110967490897	2.85452352851044e-07
APBB1IP	0.689793528883799	3.97100180092232e-12
APBB2	0.752205407803386	3.12808671851736e-15
APC	0.359130647919374	0.0013387540571497
APCS	NA	NA
APEH	0.791675995925009	1.02581929172209e-17
APEX1	0.428969947364329	9.91747277537522e-05
APEX2	NA	NA
API5	0.0940453816768789	0.415901535633231
APIP	0.438684022842385	0.000509977404920776
APITD1	NA	NA
APLF	0.280452083255641	0.0720214842967921
APLP2	0.707452885657564	7.65498793146962e-05
APMAP	0.718256298598029	0.000113491830027489
APOA1	0.955930581767662	1.15586817886779e-41
APOA1BP	0.808389819660241	6.53775212666335e-08
APOA2	0.866241592430002	2.64120140847742e-24
APOA4	0.760937761930278	3.62598977655669e-15
APOB	0.703792696851437	1.33116313716768e-12
APOBEC3A_B	NA	NA
APOBEC3B	NA	NA
APOBEC3C	NA	NA
APOBEC3F	NA	NA
APOBEC3G	NA	NA
APOBR	0.791307561020532	1.08816085063941e-17
APOC1	0.704533201345979	5.79028415833619e-11
APOC3	0.823014418087341	7.09617777942049e-12
APOC4	NA	NA
APOC4.APOC2	NA	NA
APOD	0.917132860001017	5.11023160820158e-22
APOE	0.497190045327584	6.59764497340418e-06
APOF	NA	NA
APOH	0.577143239329383	3.92138097338367e-08
APOL1	0.765058504164504	5.49304312923392e-16
APOL2	0.691013078452372	3.88966907147938e-08
APOL3	NA	NA
APOM	-0.321409275334989	0.399009533420129
APOO	NA	NA
APOOL	NA	NA
APP	0.626146174154581	3.1761220997143e-07
APPBP2	NA	NA
APPL1	0.503078247586725	3.11612240809912e-06
APPL2	0.329945164456977	0.0121944263891077
APRT	0.508010868687421	2.80650939759926e-06
APTX	0.536900882066799	9.75806635898144e-06
AQP1	0.690883773480139	3.9217262316484e-08
AQR	0.0888729704077802	0.499508179025923
AR	0.835142069264886	8.54591407250993e-19
ARAF	0.405384779055186	0.000254782947651227
ARAP1	0.770350075013736	2.59833129292499e-16
ARAP2	0.1562991962198	0.335490612280915
ARAP3	0.60393269413175	2.4650257059485e-08
ARCN1	0.288341966210151	0.0109884479608523
AREG	NA	NA
ARF1	-0.0323731454494845	0.790203789182058
ARF3	NA	NA
ARF4	0.489021246960154	0.000151582916239053
ARF5	0.404995814960917	0.00706029207835984
ARF6	0.590505642247807	3.06460751343116e-08
ARFGAP1	0.72107114234806	1.40727791200251e-13
ARFGAP2	0.580561048102407	3.11988090371998e-08
ARFGAP3	0.475649165678496	1.23258209006244e-05
ARFGEF1	0.884469054274562	1.53284487927075e-26
ARFGEF2	0.661283733943197	5.90316048330826e-11
ARFIP1	0.766037208135735	4.7898757118792e-16
ARFIP2	0.189497123158923	0.105867054530398
ARFRP1	0.710332906254051	0.113707985731673
ARG1	NA	NA
ARG2	NA	NA
ARGLU1	-0.175759305819283	0.126268238848079
ARHGAP1	0.649311708397175	1.68453671480096e-10
ARHGAP10	0.68306500571463	5.29289255283915e-11
ARHGAP12	0.626273395888615	1.11784785237312e-09
ARHGAP15	0.801187151074423	2.14416474291095e-18
ARHGAP17	0.45607236301262	3.06708219716521e-05
ARHGAP18	0.636623443055603	4.87099549840215e-10
ARHGAP21	0.539333849301277	4.17106316452106e-07
ARHGAP22	0.391359295926031	0.00945590586693881
ARHGAP23	0.502157587127246	0.00290361855221322
ARHGAP24	0.601991937504704	6.99283903237433e-09
ARHGAP25	0.758028440487253	1.44154181792178e-15
ARHGAP26	0.450809102130101	8.99022150888527e-05
ARHGAP27	0.617618359451124	2.18782930470818e-09
ARHGAP29	0.817963839327507	1.09103625431047e-19
ARHGAP30	0.805027433747501	1.11246995482286e-18
ARHGAP31	0.57911273696036	3.43839745901402e-08
ARHGAP32	0.893047522772193	9.97425239394519e-28
ARHGAP35	0.730543032243857	4.67423083728548e-14
ARHGAP36	0.647670863689333	0.11574869180327
ARHGAP39	0.489261134412277	2.29718335175088e-05
ARHGAP4	0.782615180468443	4.23320279240108e-17
ARHGAP42	0.258239283543074	0.0619034973449021
ARHGAP44	0.494893769423435	0.000300488278824687
ARHGAP5	0.737617178779548	1.99012101030974e-14
ARHGAP6	0.521191148720163	3.16056302839672e-06
ARHGAP8	0.599112704873339	2.70201893968007e-08
ARHGAP9	0.784524739196791	3.15789609215692e-17
ARHGDIA	0.647534174592422	1.96056885157055e-10
ARHGDIB	0.825106761931203	2.7934678449566e-20
ARHGEF1	0.305667927528209	0.00686373620713903
ARHGEF10	0.433625071646663	0.00015834875536839
ARHGEF10L	0.539180866408782	2.0962267693314e-06
ARHGEF11	0.700663262937769	1.30608638397937e-12
ARHGEF12	0.434180551001308	7.97495782046835e-05
ARHGEF15	0.555497980381555	0.0487321261610842
ARHGEF16	0.64094002002593	3.41295844954365e-10
ARHGEF17	0.804028536377777	1.32134503952013e-18
ARHGEF18	0.554451369111022	1.67841155387198e-07
ARHGEF19	-0.130024465384223	0.618914050199489
ARHGEF2	0.835946457316123	3.12676657658169e-21
ARHGEF26	0.429513138419044	0.000955160883328823
ARHGEF28	0.406120853538443	0.000589854891277045
ARHGEF3	0.0426727199377089	0.719994319189907
ARHGEF35	0.325609170065642	0.00385649776486235
ARHGEF37	0.557947129488085	3.78484930389643e-05
ARHGEF38	0.523482853106188	0.000224273161123662
ARHGEF39	NA	NA
ARHGEF40	0.508958386769068	2.28417019123957e-06
ARHGEF5	0.642063910623167	3.10819431592397e-10
ARHGEF6	0.666627398095101	3.63999906422472e-11
ARHGEF7	0.340898062903613	0.00241436003576503
ARID1A	0.714847473217269	2.83372155663464e-13
ARID1B	0.663575368452234	1.17002118273159e-10
ARID2	0.471208799131215	3.36104535856659e-05
ARID3A	0.556521314810171	1.78841922512017e-07
ARID4A	0.653163616567781	1.20830066420124e-10
ARID4B	0.567619555538432	7.31545499374402e-08
ARID5A	0.136107582112463	0.396148054075394
ARID5B	0.479018839209022	3.12970814958962e-05
ARIH1	0.292393136092705	0.0748503026102428
ARIH2	0.260908870605856	0.311789276478534
ARL1	0.117721910553003	0.601841642129091
ARL11	NA	NA
ARL14EP	-0.067221649227211	0.577529900898096
ARL15	NA	NA
ARL2	0.569678330291431	7.84116580137868e-08
ARL2BP	0.151937307431602	0.187132198859318
ARL3	0.657949466095069	7.94277104740075e-11
ARL4C	NA	NA
ARL5A	NA	NA
ARL5B	NA	NA
ARL6	0.353170712754341	0.0833169118305955
ARL6IP1	NA	NA
ARL6IP4	0.485665685826046	7.56264327604314e-06
ARL6IP5	NA	NA
ARL6IP6	0.502214280191935	0.000321970166140204
ARL8A	0.897501314700353	2.42127332075767e-06
ARL8B	0.611368422152076	0.026409385194329
ARMC1	0.382509418487698	0.000596601405591738
ARMC10	0.708300009746009	5.80201351551866e-13
ARMC5	NA	NA
ARMC6	NA	NA
ARMC7	NA	NA
ARMC8	NA	NA
ARMC9	0.330971519818209	0.01888867989008
ARMCX1	NA	NA
ARMCX2	0.632270334403092	1.09841497005066e-06
ARMCX3	0.739472187758341	1.58367542287158e-14
ARMCX5	NA	NA
ARNT	-0.079104327497893	0.544518803087211
ARNT2	NA	NA
ARNTL	0.633483215820062	5.78323264453174e-05
ARPC1A	0.570706168507911	0.000343696640679011
ARPC1B	0.347800107448795	0.00193918500775283
ARPC2	0.450054258745157	9.26857309829692e-05
ARPC3	0.564336100060812	8.81088155494249e-06
ARPC4	0.445028247792048	0.000143251227312371
ARPC5	0.205006402589814	0.112986456311136
ARPC5L	0.459290242436676	5.60407469433265e-05
ARPP19	0.333789118172679	0.00301048268193887
ARRB1	0.695690901112285	6.01334086376243e-12
ARRB2	-0.181545951016216	0.59317877108018
ARRDC1	0.435914277730865	0.00622455285041685
ARSA	NA	NA
ARSB	0.182028138918641	0.639262417148407
ARSD	NA	NA
ARSE	NA	NA
ART3	NA	NA
ARV1	NA	NA
ARVCF	0.743488532691335	9.59302852986143e-15
AS3MT	NA	NA
ASAH1	0.835720126115701	1.22785462148665e-10
ASAP1	0.583857689601913	2.49616028313309e-08
ASAP2	0.787525609026127	1.98045432559551e-17
ASAP3	0.423271772060546	0.000190707601630211
ASB1	NA	NA
ASB13	NA	NA
ASB3	0.422822295552023	0.116362835647197
ASB6	NA	NA
ASB7	NA	NA
ASB9	-0.276529301460344	0.507333401083858
ASCC1	NA	NA
ASCC2	0.18853833476971	0.107677611342956
ASCC3	0.161477623229908	0.16061373687959
ASF1A	0.291924309259203	0.00999210269805013
ASF1B	0.4025361950432	0.0011808644575787
ASGR2	NA	NA
ASH1L	0.111593496444716	0.350691252314589
ASH2L	0.219446958199729	0.0621250134388418
ASL	0.753177415515365	0.00468426789496648
ASMTL	0.666954068647247	3.53285215440315e-11
ASNA1	0.155496254253145	0.537815824822357
ASNS	0.609427768766428	0.00202230891662886
ASNSD1	NA	NA
ASPA	NA	NA
