y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	p-value	coefficient	covariants	memo	FDR
BK.int	B	C1QB	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	C1QC	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	C3AR1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CASP1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CASP5	1	2.77258872942517	63	3.88705956310678e-10	0.0958909667120798	53.1321373430595	Disease	NA	1
BK.int	B	CBFB	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CCL2	1	0	63	2.77258872981388	1	8.87302063262516e-15	Disease	NA	1
BK.int	B	CCL5	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CCND1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CD14	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CD86	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CDH1	1	2.77258872935992	63	4.53961757073083e-10	0.0958909667159886	-49.6285428834141	Disease	NA	1
BK.int	B	CDK12	1	0	63	2.77258872981388	1	-4.48830081227376e-13	Disease	NA	1
BK.int	B	CDKN1A	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CDKN1B	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CDKN2A	1	0	63	2.77258872981388	1	3.12360119417193e-15	Disease	NA	1
BK.int	B	CHEK2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CHUK	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CRIPAK	1	0	63	2.77258872981388	1	-3.0594454062022e-13	Disease	NA	1
BK.int	B	CTCF	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	CTNNB1	1	0	63	2.77258872981388	1	-2.52386102637671e-13	Disease	NA	1
BK.int	B	DDX58	1	0	63	2.77258872981388	1	-3.26874948106863e-14	Disease	NA	1
BK.int	B	DNMT3A	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	EGFR	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-7.74432197792952e-14	Disease	NA	1
BK.int	B	EGR3	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	EIF2AK2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	EIF4A2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	ELF3	1	0	63	2.77258872981388	1	-3.0594454062022e-13	Disease	NA	1
BK.int	B	EP300	1	0	63	2.77258872981388	1	1.2209975815206e-13	Disease	NA	1
BK.int	B	EPHA3	1	0	63	2.77258872981388	1	-1.25435758501239e-14	Disease	NA	1
BK.int	B	EPHB6	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-1.96335610287775e-13	Disease	NA	1
BK.int	B	EPPK1	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-2.88606700625515e-14	Disease	NA	1
BK.int	B	ERBB4	1	0	63	2.77258872981388	1	1.03802777718785e-13	Disease	NA	1
BK.int	B	ERCC2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	EZH2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	FBXW7	1	0	63	2.77258872981388	1	3.85412765476148e-14	Disease	NA	1
BK.int	B	FGFR2	1	0	63	2.77258872981388	1	-9.78710541413228e-15	Disease	NA	1
BK.int	B	FGFR3	1	0	63	2.77258872981388	1	-6.36033710790339e-14	Disease	NA	1
BK.int	B	FLT3	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	FOS	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	FOXA1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	FOXA2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	GATA3	1	0	63	2.77258872981388	1	6.81683254418597e-14	Disease	NA	1
BK.int	B	H3F3C	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	HGF	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-1.83630985995932e-13	Disease	NA	1
BK.int	B	HIST1H1C	1	2.77258872942517	63	3.88705956310678e-10	0.0958909667120798	53.1321373430595	Disease	NA	1
BK.int	B	HIST1H2BD	1	0	63	2.77258872981388	1	-9.80282511888581e-14	Disease	NA	1
BK.int	B	IDH1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IDH2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IFI35	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IFIH1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IFIT1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IFIT3	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IFITM1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IFNGR1	1	0	63	2.77258872981388	1	1.56715851235582e-13	Disease	NA	1
BK.int	B	IL1B	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	IRF7	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	JAK2	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-4.0419907941389e-13	Disease	NA	1
BK.int	B	KDM5C	1	0	63	2.77258872981388	1	-1.08099000707947e-13	Disease	NA	1
BK.int	B	KDM6A	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	5.46347427531122e-14	Disease	NA	1
BK.int	B	KEAP1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	KIT	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	KRAS	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	LIFR	1	0	63	2.77258872981388	1	-1.39324240091447e-14	Disease	NA	1
BK.int	B	LRRK2	1	0	63	2.77258872981388	1	2.03975645966752e-12	Disease	NA	1
BK.int	B	LY96	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	MAP2K4	1	0	63	2.77258872981388	1	-3.64235282731014e-13	Disease	NA	1
BK.int	B	MAP3K1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	MAPK8IP1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	MECOM	1	0	63	2.77258872981388	1	6.54638558804313e-14	Disease	NA	1
BK.int	B	MTOR	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	MX1	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-5.3118868142795e-13	Disease	NA	1
BK.int	B	MYD88	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	NAV3	1	0	63	2.77258872981388	1	-1.22061399085434e-13	Disease	NA	1
BK.int	B	NCOR1	1	0	63	2.77258872981388	1	6.54638558804313e-14	Disease	NA	1
BK.int	B	NF1	1	2.77258872938718	63	4.26699120480732e-10	0.0958909667143556	-50.4836128786069	Disease	NA	1
BK.int	B	NFE2L2	1	2.77258872879005	63	1.02383301831129e-09	0.0958909667501223	45.4679530302685	Disease	NA	1
BK.int	B	NFE2L3	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-7.29490470506129e-14	Disease	NA	1
BK.int	B	NOD2	1	0	63	2.77258872981388	1	-7.02306489797021e-13	Disease	NA	1
BK.int	B	NOTCH1	1	0	63	2.77258872981388	1	6.58041484811253e-15	Disease	NA	1
BK.int	B	NPM1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	NRAS	1	0	63	2.77258872981388	1	-3.26874948106863e-14	Disease	NA	1
BK.int	B	NSD1	1	0	63	2.77258872981388	1	-6.49588064624776e-14	Disease	NA	1
BK.int	B	OAS1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	OAS2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	OAS3	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	OASL	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	OTHER	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	PBRM1	1	0	63	2.77258872981388	1	-1.33373257916822e-13	Disease	NA	1
BK.int	B	PCBP1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	PDGFRA	1	0	63	2.77258872981388	1	3.34380802687887e-14	Disease	NA	1
BK.int	B	PHF6	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	PIK3CA	1	2.7725887287531	63	1.06078257284957e-09	0.0958909667523355	-45.325430471049	Disease	NA	1
BK.int	B	PIK3CG	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	PIK3R1	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-7.29490470506129e-14	Disease	NA	1
BK.int	B	POLQ	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-1.46896831508287e-13	Disease	NA	1
BK.int	B	PPP2R1A	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	PRKCH	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	PRX	1	0	63	2.77258872981388	1	-1.58248978324216e-14	Disease	NA	1
BK.int	B	PTEN	1	0	63	2.77258872981388	1	-3.28868363313039e-13	Disease	NA	1
BK.int	B	PTPN11	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	RAD21	1	0	63	2.77258872981388	1	6.54638558804313e-14	Disease	NA	1
BK.int	B	RB1	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-1.22217024895415e-15	Disease	NA	1
BK.int	B	RIPK2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	RPL22	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	RPL5	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	RUNX1	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-7.74432197792952e-14	Disease	NA	1
BK.int	B	SETBP1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SETD2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SF3B1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SIN3A	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SMAD2	1	0	63	2.77258872981388	1	3.34380802687887e-14	Disease	NA	1
BK.int	B	SMAD4	1	0	63	2.77258872981388	1	1.7735937438011e-13	Disease	NA	1
BK.int	B	SMC1A	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SMC3	1	2.77258872938714	63	4.26738200331199e-10	0.0958909667143581	-50.4797401272132	Disease	NA	1
BK.int	B	SOCS1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SOX17	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	SOX9	1	0	63	2.77258872981388	1	-9.78710541413228e-15	Disease	NA	1
BK.int	B	SPOP	1	0	63	2.77258872981388	1	3.34380802687887e-14	Disease	NA	1
BK.int	B	STAG2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	STAT1	1	0	63	2.77258872981388	1	-8.19315366969541e-14	Disease	NA	1
BK.int	B	STAT2	1	0	63	2.77258872981388	1	2.5523932967176e-14	Disease	NA	1
BK.int	B	STK11	1	0	63	2.77258872981388	1	8.87302063262516e-15	Disease	NA	1
BK.int	B	TAF1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TAP1	1	0	63	2.77258872981388	1	-2.43003342190726e-14	Disease	NA	1
BK.int	B	TBL1XR1	1	0	63	2.77258872981388	1	6.54638558804313e-14	Disease	NA	1
BK.int	B	TBX3	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TET2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TGFBR2	1	2.77258872938714	63	4.26738200331199e-10	0.0958909667143581	-50.4797399557275	Disease	NA	1
BK.int	B	TLR1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TLR2	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TLR4	1	0	63	2.77258872981388	1	-3.64813353130236e-14	Disease	NA	1
BK.int	B	TLR5	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-4.68382387464427e-13	Disease	NA	1
BK.int	B	TLR6	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TLR7	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TLR8	1	2.77258872942517	63	3.88705956310678e-10	0.0958909667120798	53.1321373430595	Disease	NA	1
BK.int	B	TLR9	1	0	63	2.77258872981388	1	-8.80184598478136e-14	Disease	NA	1
BK.int	B	TP53	1	0	63	2.77258872981388	1	6.39875356468504e-13	Disease	NA	1
BK.int	B	TRAF6	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TSHZ2	1	0	63	2.77258872981388	1	-1.88972131794645e-13	Disease	NA	1
BK.int	B	TSHZ3	1	0	63	2.77258872981388	1	-9.95451436188205e-14	Disease	NA	1
BK.int	B	TYROBP	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	U2AF1	1	0	63	2.77258872981388	1	-2.52386102637671e-13	Disease	NA	1
BK.int	B	USP9X	1	0	63	2.77258872981388	1	-4.77793755309742e-13	Disease	NA	1
BK.int	B	VEZF1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	VHL	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	WT1	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	Transcription_Factor_Regulator	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-2.22241554856666e-13	Disease	NA	1
BK.int	B	Histone_Modifier	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	5.9423152330385e-13	Disease	NA	1
BK.int	B	Genome_Integrity	1	2.77258872894464	63	8.69236682609414e-10	0.0958909667408629	-45.9625628913364	Disease	NA	1
BK.int	B	RTK_Signaling	1	0	63	2.77258872981388	1	-6.32440289290789e-14	Disease	NA	1
BK.int	B	Cell_Cycle	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	-3.17091966620089e-13	Disease	NA	1
BK.int	B	MAPK_Signaling	1	2.77258872928436	63	5.2952220385977e-10	0.0958909667205144	-48.2775599387223	Disease	NA	1
BK.int	B	PI3K_Signaling	1	2.77258872856128	63	1.25259358434201e-09	0.0958909667638247	-44.8514200973854	Disease	NA	1
BK.int	B	TGF_Beta_Signaling	1	2.77258872930905	63	5.04825070633036e-10	0.0958909667190351	-48.6198602451513	Disease	NA	1
BK.int	B	Wnt_Beta_catenin_Signaling	1	0	63	2.77258872981388	1	-3.07433718800751e-13	Disease	NA	1
BK.int	B	Histone	1	2.77258872852801	63	1.28587318560145e-09	0.0958909667658174	44.7870077928725	Disease	NA	1
BK.int	B	Proteolysis	1	0	63	2.77258872981388	1	-1.26699336189153e-13	Disease	NA	1
BK.int	B	Splicing	1	0	63	2.77258872981388	1	-2.52386102637671e-13	Disease	NA	1
BK.int	B	HIPPO_Signaling	1	2.77258872935992	63	4.53961757073083e-10	0.0958909667159886	-49.6285428834141	Disease	NA	1
BK.int	B	DNA_Methylation	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	Metabolism	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	NFE2L	1	2.77258872790458	63	1.90929627638342e-09	0.0958909668031593	43.7558226188081	Disease	NA	1
BK.int	B	Protein_phosphatase	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	Ribosome	0	0	64	2.77258872981388	NA	NA	Disease	NA	NA
BK.int	B	TOR_Signaling	1	0	63	2.77258872981388	1	8.87302063262516e-15	Disease	NA	1
BK.int	B	Other_SMG	1	4.44089209850063e-16	63	2.77258872981388	0.99999998318584	2.68738732076748e-13	Disease	NA	1
BK.int	B	Virus_Infection_Gene	1	2.77258872839104	63	1.42284317651563e-09	0.0958909667740219	44.5222869673125	Disease	NA	1
EBV.int	B	ACVR1B	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	ACVR2A	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	AJUBA	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	AKT1	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	-1.85187913622726e-14	Disease	NA	1
EBV.int	B	APC	1	0.320342206886128	63	13.938468626138	0.571402063708478	-18.5818925455911	Disease	NA	1
EBV.int	B	AR	1	0.156963399547054	63	14.1018474334771	0.691967769217241	-19.0811618730738	Disease	NA	1
EBV.int	B	ARHGAP35	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	-1.57083514807361e-14	Disease	NA	1
EBV.int	B	ARID1A	1	3.82774590670334	63	10.4310649263208	0.0504106840106449	19.6513140977339	Disease	NA	1
EBV.int	B	ARID5B	1	0	63	14.2588108330241	1	-6.6732977626329e-15	Disease	NA	1
EBV.int	B	ASXL1	1	0.156963399547054	63	14.1018474334771	0.691967769217241	-19.0811618730739	Disease	NA	1
EBV.int	B	ATM	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	1.17643690289529e-14	Disease	NA	1
EBV.int	B	ATR	1	0	63	14.2588108330241	1	1.89704692003783e-14	Disease	NA	1
EBV.int	B	ATRX	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	-5.26957477788274e-16	Disease	NA	1
EBV.int	B	AXIN2	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	1.20196491362184e-14	Disease	NA	1
EBV.int	B	B4GALT3	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	BAP1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	BRAF	1	0.156963397992676	63	14.1018474350315	0.691967770664291	-18.1779372271	Disease	NA	1
EBV.int	B	BRCA1	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	-8.30585357847231e-15	Disease	NA	1
EBV.int	B	BRCA2	1	0.156963397992673	63	14.1018474350315	0.691967770664294	-18.1779372271	Disease	NA	1
EBV.int	B	C1QA	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	C1QB	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	C1QC	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	C3AR1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CASP1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CASP5	1	0	63	14.2588108330241	1	1.95820968403462e-07	Disease	NA	1
EBV.int	B	CBFB	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CCL2	1	0	63	14.2588108330241	1	9.48523460018901e-15	Disease	NA	1
EBV.int	B	CCL5	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CCND1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CD14	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CD86	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CDH1	1	0.320342206881104	63	13.938468626143	0.571402063711494	-18.6001985920098	Disease	NA	1
EBV.int	B	CDK12	1	0.490683609305229	63	13.7681272237189	0.4836225203945	-19.1681732500635	Disease	NA	1
EBV.int	B	CDKN1A	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CDKN1B	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CDKN2A	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	-4.85601578262998e-15	Disease	NA	1
EBV.int	B	CHEK2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CHUK	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CRIPAK	1	0.156963399547054	63	14.1018474334771	0.691967769217241	-19.0811618730739	Disease	NA	1
EBV.int	B	CTCF	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	CTNNB1	1	0.156963399547054	63	14.1018474334771	0.691967769217241	-19.0811618730738	Disease	NA	1
EBV.int	B	DDX58	1	5.78158206401591	63	8.47722876900822	0.0161949580465542	24.7849443331093	Disease	NA	1
EBV.int	B	DNMT3A	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	EGFR	1	0.156963397992673	63	14.1018474350315	0.691967770664294	-18.1779372270999	Disease	NA	1
EBV.int	B	EGR3	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	EIF2AK2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	EIF4A2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	ELF3	1	0.156963399547054	63	14.1018474334771	0.691967769217241	-19.0811618730739	Disease	NA	1
EBV.int	B	EP300	1	5.78158206357753	63	8.4772287694466	0.0161949580505933	21.9022687443491	Disease	NA	1
EBV.int	B	EPHA3	1	0.490683607757827	63	13.7681272252663	0.483622521084044	-18.7789201467154	Disease	NA	1
EBV.int	B	EPHB6	1	0.156963396399972	63	14.1018474366242	0.69196777214702	-17.6925817632728	Disease	NA	1
EBV.int	B	EPPK1	1	0.156963396399979	63	14.1018474366242	0.691967772147014	-17.6925817632729	Disease	NA	1
EBV.int	B	ERBB4	1	0.320342205313011	63	13.9384686277111	0.571402064653196	-18.2201830316441	Disease	NA	1
EBV.int	B	ERCC2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	EZH2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	FBXW7	1	0	63	14.2588108330241	1	-4.24075303553427e-15	Disease	NA	1
EBV.int	B	FGFR2	1	0.156963399547056	63	14.1018474334771	0.691967769217239	-19.0811618730739	Disease	NA	1
EBV.int	B	FGFR3	1	0	63	14.2588108330241	1	-8.93745236066906e-15	Disease	NA	1
EBV.int	B	FLT3	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	FOS	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	FOXA1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	FOXA2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	GATA3	1	0	63	14.2588108330241	1	-1.09908273938697e-14	Disease	NA	1
EBV.int	B	H3F3C	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	HGF	1	0.156963397992676	63	14.1018474350315	0.691967770664291	-18.1779372270999	Disease	NA	1
EBV.int	B	HIST1H1C	1	0	63	14.2588108330241	1	1.95820968403462e-07	Disease	NA	1
EBV.int	B	HIST1H2BD	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	1.20196491362184e-14	Disease	NA	1
EBV.int	B	IDH1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IDH2	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IFI35	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IFIH1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IFIT1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IFIT3	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IFITM1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IFNGR1	1	0.156963394790589	63	14.1018474382335	0.691967773645276	-17.3629805593036	Disease	NA	1
EBV.int	B	IL1B	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	IRF7	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	JAK2	1	0.320342206886124	63	13.938468626138	0.57140206370848	-18.5818925455911	Disease	NA	1
EBV.int	B	KDM5C	1	5.32907051820075e-15	63	14.2588108330241	0.999999941754042	-1.84200518129173e-14	Disease	NA	1
EBV.int	B	KDM6A	1	0.156963397992673	63	14.1018474350315	0.691967770664294	-18.1779372271	Disease	NA	1
EBV.int	B	KEAP1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	KIT	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	KRAS	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	LIFR	1	3.5527136788005e-15	63	14.2588108330241	0.999999952442374	2.23436309016721e-16	Disease	NA	1
EBV.int	B	LRRK2	1	1.53326365574236	63	12.7255471772818	0.215623288313931	1.99243016469021	Disease	NA	1
EBV.int	B	LY96	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	MAP2K4	1	0.156963399547054	63	14.1018474334771	0.691967769217241	-19.0811618730738	Disease	NA	1
EBV.int	B	MAP3K1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	MAPK8IP1	0	0	64	14.2588108330241	NA	NA	Disease	NA	NA
EBV.int	B	MECOM	1	0	63	14.2588108330241	1	-1.90708420532895e-15	Disease	NA	1
